"location","date","variant","num_sequences","perc_sequences","num_sequences_total"
"Canada","2021-09-06","Delta",13659,99.03,13793
"Canada","2021-09-06","Omicron",0,0,13793
"Canada","2021-09-20","Alpha",38,0.43,8908
"Canada","2021-09-20","Delta",8865,99.52,8908
"Canada","2021-09-20","Omicron",0,0,8908
"Canada","2021-10-04","Alpha",4,0.06,7154
"Canada","2021-10-04","Delta",7148,99.92,7154
"Canada","2021-10-04","Omicron",0,0,7154
"Canada","2021-10-18","Alpha",6,0.07,8016
"Canada","2021-10-18","Delta",8006,99.88,8016
"Canada","2021-10-18","Omicron",0,0,8016
"Canada","2021-11-01","Alpha",1,0.02,6544
"Canada","2021-11-01","Delta",6539,99.92,6544
"Canada","2021-11-01","Omicron",0,0,6544
"Canada","2021-11-15","Alpha",0,0,5627
"Canada","2021-11-15","Delta",5624,99.95,5627
"Canada","2021-11-15","Omicron",1,0.02,5627
"Canada","2021-11-29","Alpha",1,0.02,5146
"Canada","2021-11-29","Delta",5123,99.55,5146
"Canada","2021-11-29","Omicron",22,0.43,5146
"Canada","2021-12-13","Alpha",0,0,5219
"Canada","2021-12-13","Delta",4645,89,5219
"Canada","2021-12-13","Omicron",564,10.81,5219
"Canada","2021-12-27","Alpha",0,0,63
"Canada","2021-12-27","Delta",38,60.32,63
"Canada","2021-12-27","Omicron",25,39.68,63
"Chile","2020-05-11","Alpha",0,0,106
"Chile","2020-05-11","Delta",0,0,106
"Chile","2020-05-11","Omicron",0,0,106
"Chile","2020-05-25","Alpha",0,0,84
"Chile","2020-05-25","Delta",0,0,84
"Chile","2020-05-25","Omicron",0,0,84
"Chile","2020-06-08","Alpha",0,0,81
"Chile","2020-06-08","Delta",0,0,81
"Chile","2020-06-08","Omicron",0,0,81
"Chile","2020-06-22","Alpha",0,0,8
"Chile","2020-06-22","Delta",0,0,8
"Chile","2020-06-22","Omicron",0,0,8
"Chile","2020-07-06","Alpha",0,0,61
"Chile","2020-07-06","Delta",0,0,61
"Chile","2020-07-06","Omicron",0,0,61
"Chile","2020-07-20","Alpha",0,0,35
"Chile","2020-07-20","Delta",0,0,35
"Chile","2020-07-20","Omicron",0,0,35
"Chile","2020-08-03","Alpha",0,0,36
"Chile","2020-08-03","Delta",0,0,36
"Chile","2020-08-03","Omicron",0,0,36
"Chile","2020-08-17","Alpha",0,0,25
"Chile","2020-08-17","Delta",0,0,25
"Chile","2020-08-17","Omicron",0,0,25
"Chile","2020-08-31","Alpha",0,0,65
"Chile","2020-08-31","Delta",0,0,65
"Chile","2020-08-31","Omicron",0,0,65
"Chile","2020-09-14","Alpha",0,0,54
"Chile","2020-09-14","Delta",0,0,54
"Chile","2020-09-14","Omicron",0,0,54
"Chile","2020-09-28","Alpha",0,0,44
"Chile","2020-09-28","Delta",0,0,44
"Chile","2020-09-28","Omicron",0,0,44
"Chile","2020-10-12","Alpha",0,0,66
"Chile","2020-10-12","Delta",0,0,66
"Chile","2020-10-12","Omicron",0,0,66
"Chile","2020-10-26","Alpha",0,0,47
"Chile","2020-10-26","Delta",0,0,47
"Chile","2020-10-26","Omicron",0,0,47
"Chile","2020-11-09","Alpha",0,0,10
"Chile","2020-11-09","Delta",0,0,10
"Chile","2020-11-09","Omicron",0,0,10
"Chile","2020-11-23","Alpha",0,0,17
"Chile","2020-11-23","Delta",0,0,17
"Chile","2020-11-23","Omicron",0,0,17
"Chile","2020-12-07","Alpha",0,0,8
"Chile","2020-12-07","Delta",0,0,8
"Chile","2020-12-07","Omicron",0,0,8
"Chile","2020-12-21","Alpha",0,0,27
"Chile","2020-12-21","Delta",0,0,27
"Chile","2020-12-21","Omicron",0,0,27
"Chile","2021-01-04","Alpha",8,10.13,79
"Chile","2021-01-04","Delta",1,1.27,79
"Chile","2021-01-04","Omicron",0,0,79
"Chile","2021-01-11","Alpha",2,4,50
"Chile","2021-01-11","Delta",0,0,50
"Chile","2021-01-11","Omicron",0,0,50
"Chile","2021-01-25","Alpha",1,1.69,59
"Chile","2021-01-25","Delta",0,0,59
"Chile","2021-01-25","Omicron",0,0,59
"Chile","2021-02-08","Alpha",1,1.79,56
"Chile","2021-02-08","Delta",0,0,56
"Chile","2021-02-08","Omicron",0,0,56
"Chile","2021-02-22","Alpha",4,4.12,97
"Chile","2021-02-22","Delta",0,0,97
"Chile","2021-02-22","Omicron",0,0,97
"Chile","2021-03-08","Alpha",11,12.94,85
"Chile","2021-03-08","Delta",0,0,85
"Chile","2021-03-08","Omicron",0,0,85
"Chile","2021-03-22","Alpha",11,7.86,140
"Chile","2021-03-22","Delta",0,0,140
"Chile","2021-03-22","Omicron",0,0,140
"Chile","2021-04-05","Alpha",22,8.27,266
"Chile","2021-04-05","Delta",0,0,266
"Chile","2021-04-05","Omicron",0,0,266
"Chile","2021-04-19","Alpha",22,6.13,359
"Chile","2021-04-19","Delta",0,0,359
"Chile","2021-04-19","Omicron",0,0,359
"Chile","2021-05-03","Alpha",20,3.54,565
"Chile","2021-05-03","Delta",0,0,565
"Chile","2021-05-03","Omicron",0,0,565
"Chile","2021-05-17","Alpha",25,4,625
"Chile","2021-05-17","Delta",0,0,625
"Chile","2021-05-17","Omicron",0,0,625
"Chile","2021-05-31","Alpha",15,3.45,435
"Chile","2021-05-31","Delta",0,0,435
"Chile","2021-05-31","Omicron",0,0,435
"Chile","2021-06-14","Alpha",13,2.08,626
"Chile","2021-06-14","Delta",1,0.16,626
"Chile","2021-06-14","Omicron",0,0,626
"Chile","2021-06-28","Alpha",58,8.07,719
"Chile","2021-06-28","Delta",2,0.28,719
"Chile","2021-06-28","Omicron",0,0,719
"Chile","2021-07-12","Alpha",17,1.96,866
"Chile","2021-07-12","Delta",18,2.08,866
"Chile","2021-07-12","Omicron",0,0,866
"Chile","2021-07-26","Alpha",7,1.23,568
"Chile","2021-07-26","Delta",36,6.34,568
"Chile","2021-07-26","Omicron",0,0,568
"Chile","2021-08-09","Alpha",20,2.53,789
"Chile","2021-08-09","Delta",76,9.63,789
"Chile","2021-08-09","Omicron",0,0,789
"Chile","2021-08-23","Alpha",6,0.68,879
"Chile","2021-08-23","Delta",175,19.91,879
"Chile","2021-08-23","Omicron",0,0,879
"Chile","2021-09-06","Alpha",3,0.27,1101
"Chile","2021-09-06","Delta",404,36.69,1101
"Chile","2021-09-06","Omicron",0,0,1101
"Chile","2021-09-20","Alpha",0,0,1223
"Chile","2021-09-20","Delta",855,69.91,1223
"Chile","2021-09-20","Omicron",0,0,1223
"Chile","2021-10-04","Alpha",0,0,1879
"Chile","2021-10-04","Delta",1662,88.45,1879
"Chile","2021-10-04","Omicron",0,0,1879
"Chile","2021-10-18","Alpha",0,0,1365
"Chile","2021-10-18","Delta",1291,94.58,1365
"Chile","2021-10-18","Omicron",0,0,1365
"Chile","2021-11-01","Alpha",0,0,1295
"Chile","2021-11-01","Delta",1273,98.3,1295
"Chile","2021-11-01","Omicron",0,0,1295
"Chile","2021-11-15","Alpha",0,0,999
"Chile","2021-11-15","Delta",982,98.3,999
"Chile","2021-11-15","Omicron",0,0,999
"Chile","2021-11-29","Alpha",0,0,573
"Chile","2021-11-29","Delta",566,98.78,573
"Chile","2021-11-29","Omicron",1,0.17,573
"Chile","2021-12-13","Alpha",0,0,459
"Chile","2021-12-13","Delta",418,91.07,459
"Chile","2021-12-13","Omicron",40,8.71,459
"Chile","2021-12-27","Alpha",0,0,504
"Chile","2021-12-27","Delta",241,47.82,504
"Chile","2021-12-27","Omicron",260,51.59,504
"Colombia","2020-05-11","Alpha",0,0,81
"Colombia","2020-05-11","Delta",0,0,81
"Colombia","2020-05-11","Omicron",0,0,81
"Colombia","2020-05-25","Alpha",0,0,2
"Colombia","2020-05-25","Delta",0,0,2
"Colombia","2020-05-25","Omicron",0,0,2
"Colombia","2020-06-08","Alpha",0,0,8
"Colombia","2020-06-08","Delta",0,0,8
"Colombia","2020-06-08","Omicron",0,0,8
"Colombia","2020-06-22","Alpha",0,0,14
"Colombia","2020-06-22","Delta",0,0,14
"Colombia","2020-06-22","Omicron",0,0,14
"Colombia","2020-07-06","Alpha",0,0,29
"Colombia","2020-07-06","Delta",0,0,29
"Colombia","2020-07-06","Omicron",0,0,29
"Colombia","2020-07-20","Alpha",0,0,28
"Colombia","2020-07-20","Delta",0,0,28
"Colombia","2020-07-20","Omicron",0,0,28
"Colombia","2020-08-03","Alpha",0,0,8
"Colombia","2020-08-03","Delta",0,0,8
"Colombia","2020-08-03","Omicron",0,0,8
"Colombia","2020-08-17","Alpha",0,0,20
"Colombia","2020-08-17","Delta",0,0,20
"Colombia","2020-08-17","Omicron",0,0,20
"Colombia","2020-08-31","Alpha",0,0,5
"Colombia","2020-08-31","Delta",0,0,5
"Colombia","2020-08-31","Omicron",0,0,5
"Colombia","2020-09-14","Alpha",0,0,14
"Colombia","2020-09-14","Delta",0,0,14
"Colombia","2020-09-14","Omicron",0,0,14
"Colombia","2020-09-28","Alpha",0,0,5
"Colombia","2020-09-28","Delta",0,0,5
"Colombia","2020-09-28","Omicron",0,0,5
"Colombia","2020-10-12","Alpha",0,0,20
"Colombia","2020-10-12","Delta",0,0,20
"Colombia","2020-10-12","Omicron",0,0,20
"Colombia","2020-10-26","Alpha",0,0,8
"Colombia","2020-10-26","Delta",0,0,8
"Colombia","2020-10-26","Omicron",0,0,8
"Colombia","2020-11-09","Alpha",0,0,6
"Colombia","2020-11-09","Delta",0,0,6
"Colombia","2020-11-09","Omicron",0,0,6
"Colombia","2020-11-23","Alpha",0,0,12
"Colombia","2020-11-23","Delta",0,0,12
"Colombia","2020-11-23","Omicron",0,0,12
"Colombia","2020-12-07","Alpha",0,0,18
"Colombia","2020-12-07","Delta",0,0,18
"Colombia","2020-12-07","Omicron",0,0,18
"Colombia","2020-12-21","Alpha",0,0,32
"Colombia","2020-12-21","Delta",1,3.12,32
"Colombia","2020-12-21","Omicron",0,0,32
"Colombia","2021-01-04","Alpha",0,0,87
"Colombia","2021-01-04","Delta",1,1.15,87
"Colombia","2021-01-04","Omicron",0,0,87
"Colombia","2021-01-11","Alpha",0,0,48
"Colombia","2021-01-11","Delta",0,0,48
"Colombia","2021-01-11","Omicron",0,0,48
"Colombia","2021-01-25","Alpha",0,0,83
"Colombia","2021-01-25","Delta",0,0,83
"Colombia","2021-01-25","Omicron",0,0,83
"Colombia","2021-02-08","Alpha",0,0,30
"Colombia","2021-02-08","Delta",0,0,30
"Colombia","2021-02-08","Omicron",0,0,30
"Colombia","2021-02-22","Alpha",2,8.33,24
"Colombia","2021-02-22","Delta",1,4.17,24
"Colombia","2021-02-22","Omicron",0,0,24
"Colombia","2021-03-08","Alpha",2,2.74,73
"Colombia","2021-03-08","Delta",0,0,73
"Colombia","2021-03-08","Omicron",0,0,73
"Colombia","2021-03-22","Alpha",3,3.8,79
"Colombia","2021-03-22","Delta",0,0,79
"Colombia","2021-03-22","Omicron",0,0,79
"Colombia","2021-04-05","Alpha",19,11.88,160
"Colombia","2021-04-05","Delta",0,0,160
"Colombia","2021-04-05","Omicron",0,0,160
"Colombia","2021-04-19","Alpha",80,9.96,803
"Colombia","2021-04-19","Delta",0,0,803
"Colombia","2021-04-19","Omicron",0,0,803
"Colombia","2021-05-03","Alpha",17,3.94,432
"Colombia","2021-05-03","Delta",0,0,432
"Colombia","2021-05-03","Omicron",0,0,432
"Colombia","2021-05-17","Alpha",9,2.4,375
"Colombia","2021-05-17","Delta",1,0.27,375
"Colombia","2021-05-17","Omicron",0,0,375
"Colombia","2021-05-31","Alpha",4,2.06,194
"Colombia","2021-05-31","Delta",1,0.52,194
"Colombia","2021-05-31","Omicron",0,0,194
"Colombia","2021-06-14","Alpha",0,0,283
"Colombia","2021-06-14","Delta",2,0.71,283
"Colombia","2021-06-14","Omicron",0,0,283
"Colombia","2021-06-28","Alpha",0,0,224
"Colombia","2021-06-28","Delta",3,1.34,224
"Colombia","2021-06-28","Omicron",0,0,224
"Colombia","2021-07-12","Alpha",1,0.22,462
"Colombia","2021-07-12","Delta",13,2.81,462
"Colombia","2021-07-12","Omicron",0,0,462
"Colombia","2021-07-26","Alpha",0,0,920
"Colombia","2021-07-26","Delta",58,6.3,920
"Colombia","2021-07-26","Omicron",0,0,920
"Colombia","2021-08-09","Alpha",2,0.26,775
"Colombia","2021-08-09","Delta",95,12.26,775
"Colombia","2021-08-09","Omicron",0,0,775
"Colombia","2021-08-23","Alpha",3,0.39,768
"Colombia","2021-08-23","Delta",224,29.17,768
"Colombia","2021-08-23","Omicron",0,0,768
"Colombia","2021-09-06","Alpha",0,0,542
"Colombia","2021-09-06","Delta",232,42.8,542
"Colombia","2021-09-06","Omicron",0,0,542
"Colombia","2021-09-20","Alpha",0,0,423
"Colombia","2021-09-20","Delta",248,58.63,423
"Colombia","2021-09-20","Omicron",0,0,423
"Colombia","2021-10-04","Alpha",1,0.12,800
"Colombia","2021-10-04","Delta",586,73.25,800
"Colombia","2021-10-04","Omicron",0,0,800
"Colombia","2021-10-18","Alpha",0,0,652
"Colombia","2021-10-18","Delta",568,87.12,652
"Colombia","2021-10-18","Omicron",0,0,652
"Colombia","2021-11-01","Alpha",0,0,585
"Colombia","2021-11-01","Delta",526,89.91,585
"Colombia","2021-11-01","Omicron",0,0,585
"Colombia","2021-11-15","Alpha",0,0,616
"Colombia","2021-11-15","Delta",582,94.48,616
"Colombia","2021-11-15","Omicron",0,0,616
"Colombia","2021-11-29","Alpha",0,0,318
"Colombia","2021-11-29","Delta",308,96.86,318
"Colombia","2021-11-29","Omicron",0,0,318
"Colombia","2021-12-13","Alpha",0,0,112
"Colombia","2021-12-13","Delta",109,97.32,112
"Colombia","2021-12-13","Omicron",1,0.89,112
"Colombia","2021-12-27","Alpha",0,0,107
"Colombia","2021-12-27","Delta",69,64.49,107
"Colombia","2021-12-27","Omicron",37,34.58,107
"Costa Rica","2020-06-08","Alpha",0,0,8
"Costa Rica","2020-06-08","Delta",0,0,8
"Costa Rica","2020-06-08","Omicron",0,0,8
"Costa Rica","2020-06-22","Alpha",0,0,15
"Costa Rica","2020-06-22","Delta",0,0,15
"Costa Rica","2020-06-22","Omicron",0,0,15
"Costa Rica","2020-07-06","Alpha",0,0,19
"Costa Rica","2020-07-06","Delta",0,0,19
"Costa Rica","2020-07-06","Omicron",0,0,19
"Costa Rica","2020-07-20","Alpha",0,0,22
"Costa Rica","2020-07-20","Delta",0,0,22
"Costa Rica","2020-07-20","Omicron",0,0,22
"Costa Rica","2020-08-03","Alpha",0,0,13
"Costa Rica","2020-08-03","Delta",0,0,13
"Costa Rica","2020-08-03","Omicron",0,0,13
"Costa Rica","2020-08-17","Alpha",0,0,13
"Costa Rica","2020-08-17","Delta",0,0,13
"Costa Rica","2020-08-17","Omicron",0,0,13
"Costa Rica","2020-08-31","Alpha",0,0,3
"Costa Rica","2020-08-31","Delta",0,0,3
"Costa Rica","2020-08-31","Omicron",0,0,3
"Costa Rica","2020-09-14","Alpha",0,0,7
"Costa Rica","2020-09-14","Delta",0,0,7
"Costa Rica","2020-09-14","Omicron",0,0,7
"Costa Rica","2020-09-28","Alpha",0,0,6
"Costa Rica","2020-09-28","Delta",0,0,6
"Costa Rica","2020-09-28","Omicron",0,0,6
"Costa Rica","2020-10-12","Alpha",0,0,9
"Costa Rica","2020-10-12","Delta",0,0,9
"Costa Rica","2020-10-12","Omicron",0,0,9
"Costa Rica","2020-10-26","Alpha",0,0,7
"Costa Rica","2020-10-26","Delta",0,0,7
"Costa Rica","2020-10-26","Omicron",0,0,7
"Costa Rica","2020-11-09","Alpha",0,0,8
"Costa Rica","2020-11-09","Delta",0,0,8
"Costa Rica","2020-11-09","Omicron",0,0,8
"Costa Rica","2020-11-23","Alpha",0,0,10
"Costa Rica","2020-11-23","Delta",0,0,10
"Costa Rica","2020-11-23","Omicron",0,0,10
"Costa Rica","2020-12-07","Alpha",0,0,9
"Costa Rica","2020-12-07","Delta",0,0,9
"Costa Rica","2020-12-07","Omicron",0,0,9
"Costa Rica","2020-12-21","Alpha",0,0,14
"Costa Rica","2020-12-21","Delta",0,0,14
"Costa Rica","2020-12-21","Omicron",0,0,14
"Costa Rica","2021-01-04","Alpha",0,0,37
"Costa Rica","2021-01-04","Delta",0,0,37
"Costa Rica","2021-01-04","Omicron",0,0,37
"Costa Rica","2021-01-11","Alpha",0,0,10
"Costa Rica","2021-01-11","Delta",0,0,10
"Costa Rica","2021-01-11","Omicron",0,0,10
"Costa Rica","2021-01-25","Alpha",0,0,41
"Costa Rica","2021-01-25","Delta",0,0,41
"Costa Rica","2021-01-25","Omicron",0,0,41
"Costa Rica","2021-02-08","Alpha",0,0,27
"Costa Rica","2021-02-08","Delta",0,0,27
"Costa Rica","2021-02-08","Omicron",0,0,27
"Costa Rica","2021-02-22","Alpha",0,0,35
"Costa Rica","2021-02-22","Delta",0,0,35
"Costa Rica","2021-02-22","Omicron",0,0,35
"Costa Rica","2021-03-08","Alpha",3,4.55,66
"Costa Rica","2021-03-08","Delta",0,0,66
"Costa Rica","2021-03-08","Omicron",0,0,66
"Costa Rica","2021-03-22","Alpha",12,15,80
"Costa Rica","2021-03-22","Delta",0,0,80
"Costa Rica","2021-03-22","Omicron",0,0,80
"Costa Rica","2021-04-05","Alpha",19,32.76,58
"Costa Rica","2021-04-05","Delta",0,0,58
"Costa Rica","2021-04-05","Omicron",0,0,58
"Costa Rica","2021-04-19","Alpha",24,33.8,71
"Costa Rica","2021-04-19","Delta",0,0,71
"Costa Rica","2021-04-19","Omicron",0,0,71
"Costa Rica","2021-05-03","Alpha",30,52.63,57
"Costa Rica","2021-05-03","Delta",0,0,57
"Costa Rica","2021-05-03","Omicron",0,0,57
"Costa Rica","2021-05-17","Alpha",21,63.64,33
"Costa Rica","2021-05-17","Delta",0,0,33
"Costa Rica","2021-05-17","Omicron",0,0,33
"Costa Rica","2021-05-31","Alpha",22,46.81,47
"Costa Rica","2021-05-31","Delta",0,0,47
"Costa Rica","2021-05-31","Omicron",0,0,47
"Costa Rica","2021-06-14","Alpha",8,24.24,33
"Costa Rica","2021-06-14","Delta",1,3.03,33
"Costa Rica","2021-06-14","Omicron",0,0,33
"Costa Rica","2021-06-28","Alpha",9,16.07,56
"Costa Rica","2021-06-28","Delta",7,12.5,56
"Costa Rica","2021-06-28","Omicron",0,0,56
"Costa Rica","2021-07-12","Alpha",8,9.52,84
"Costa Rica","2021-07-12","Delta",20,23.81,84
"Costa Rica","2021-07-12","Omicron",0,0,84
"Costa Rica","2021-07-26","Alpha",9,10.23,88
"Costa Rica","2021-07-26","Delta",46,52.27,88
"Costa Rica","2021-07-26","Omicron",0,0,88
"Costa Rica","2021-08-09","Alpha",6,4.35,138
"Costa Rica","2021-08-09","Delta",74,53.62,138
"Costa Rica","2021-08-09","Omicron",0,0,138
"Costa Rica","2021-08-23","Alpha",1,0.74,135
"Costa Rica","2021-08-23","Delta",99,73.33,135
"Costa Rica","2021-08-23","Omicron",0,0,135
"Costa Rica","2021-09-06","Alpha",0,0,69
"Costa Rica","2021-09-06","Delta",57,82.61,69
"Costa Rica","2021-09-06","Omicron",0,0,69
"Costa Rica","2021-09-20","Alpha",0,0,92
"Costa Rica","2021-09-20","Delta",83,90.22,92
"Costa Rica","2021-09-20","Omicron",0,0,92
"Costa Rica","2021-10-04","Alpha",0,0,71
"Costa Rica","2021-10-04","Delta",69,97.18,71
"Costa Rica","2021-10-04","Omicron",0,0,71
"Costa Rica","2021-10-18","Alpha",0,0,150
"Costa Rica","2021-10-18","Delta",150,100,150
"Costa Rica","2021-10-18","Omicron",0,0,150
"Costa Rica","2021-11-01","Alpha",0,0,147
"Costa Rica","2021-11-01","Delta",146,99.32,147
"Costa Rica","2021-11-01","Omicron",0,0,147
"Costa Rica","2021-11-15","Alpha",0,0,156
"Costa Rica","2021-11-15","Delta",156,100,156
"Costa Rica","2021-11-15","Omicron",0,0,156
"Costa Rica","2021-11-29","Alpha",0,0,108
"Costa Rica","2021-11-29","Delta",108,100,108
"Costa Rica","2021-11-29","Omicron",0,0,108
"Costa Rica","2021-12-13","Alpha",0,0,60
"Costa Rica","2021-12-13","Delta",59,98.33,60
"Costa Rica","2021-12-13","Omicron",1,1.67,60
"Costa Rica","2021-12-27","Alpha",0,0,41
"Costa Rica","2021-12-27","Delta",27,65.85,41
"Costa Rica","2021-12-27","Omicron",14,34.15,41
"Croatia","2020-08-17","Alpha",0,0,1
"Croatia","2020-08-17","Delta",0,0,1
"Croatia","2020-08-17","Omicron",0,0,1
"Croatia","2020-08-31","Alpha",0,0,3
"Croatia","2020-08-31","Delta",0,0,3
"Croatia","2020-08-31","Omicron",0,0,3
"Croatia","2020-09-14","Alpha",0,0,11
"Croatia","2020-09-14","Delta",0,0,11
"Croatia","2020-09-14","Omicron",0,0,11
"Croatia","2020-09-28","Alpha",0,0,1
"Croatia","2020-09-28","Delta",0,0,1
"Croatia","2020-09-28","Omicron",0,0,1
"Croatia","2020-10-12","Alpha",0,0,12
"Croatia","2020-10-12","Delta",0,0,12
"Croatia","2020-10-12","Omicron",0,0,12
"Croatia","2020-11-23","Alpha",0,0,29
"Croatia","2020-11-23","Delta",0,0,29
"Croatia","2020-11-23","Omicron",0,0,29
"Croatia","2020-12-21","Alpha",0,0,1
"Croatia","2020-12-21","Delta",0,0,1
"Croatia","2020-12-21","Omicron",0,0,1
"Croatia","2021-01-04","Alpha",0,0,8
"Croatia","2021-01-04","Delta",0,0,8
"Croatia","2021-01-04","Omicron",0,0,8
"Croatia","2021-01-11","Alpha",0,0,11
"Croatia","2021-01-11","Delta",0,0,11
"Croatia","2021-01-11","Omicron",0,0,11
"Croatia","2021-01-25","Alpha",6,13.33,45
"Croatia","2021-01-25","Delta",0,0,45
"Croatia","2021-01-25","Omicron",0,0,45
"Croatia","2021-02-08","Alpha",34,21.38,159
"Croatia","2021-02-08","Delta",0,0,159
"Croatia","2021-02-08","Omicron",0,0,159
"Croatia","2021-02-22","Alpha",127,32.23,394
"Croatia","2021-02-22","Delta",0,0,394
"Croatia","2021-02-22","Omicron",0,0,394
"Croatia","2021-03-08","Alpha",371,63.75,582
"Croatia","2021-03-08","Delta",0,0,582
"Croatia","2021-03-08","Omicron",0,0,582
"Croatia","2021-03-22","Alpha",548,87.54,626
"Croatia","2021-03-22","Delta",0,0,626
"Croatia","2021-03-22","Omicron",0,0,626
"Croatia","2021-04-05","Alpha",716,95.59,749
"Croatia","2021-04-05","Delta",0,0,749
"Croatia","2021-04-05","Omicron",0,0,749
"Croatia","2021-04-19","Alpha",355,94.67,375
"Croatia","2021-04-19","Delta",0,0,375
"Croatia","2021-04-19","Omicron",0,0,375
"Croatia","2021-05-03","Alpha",678,86.26,786
"Croatia","2021-05-03","Delta",3,0.38,786
"Croatia","2021-05-03","Omicron",0,0,786
"Croatia","2021-05-17","Alpha",633,99.06,639
"Croatia","2021-05-17","Delta",0,0,639
"Croatia","2021-05-17","Omicron",0,0,639
"Croatia","2021-05-31","Alpha",355,95.95,370
"Croatia","2021-05-31","Delta",10,2.7,370
"Croatia","2021-05-31","Omicron",0,0,370
"Croatia","2021-06-14","Alpha",237,76.21,311
"Croatia","2021-06-14","Delta",71,22.83,311
"Croatia","2021-06-14","Omicron",0,0,311
"Croatia","2021-06-28","Alpha",60,37.04,162
"Croatia","2021-06-28","Delta",100,61.73,162
"Croatia","2021-06-28","Omicron",0,0,162
"Croatia","2021-07-12","Alpha",42,11.38,369
"Croatia","2021-07-12","Delta",322,87.26,369
"Croatia","2021-07-12","Omicron",0,0,369
"Croatia","2021-07-26","Alpha",18,4.42,407
"Croatia","2021-07-26","Delta",387,95.09,407
"Croatia","2021-07-26","Omicron",0,0,407
"Croatia","2021-08-09","Alpha",8,1.57,511
"Croatia","2021-08-09","Delta",502,98.24,511
"Croatia","2021-08-09","Omicron",0,0,511
"Croatia","2021-08-23","Alpha",7,0.91,770
"Croatia","2021-08-23","Delta",763,99.09,770
"Croatia","2021-08-23","Omicron",0,0,770
"Croatia","2021-09-06","Alpha",1,0.1,993
"Croatia","2021-09-06","Delta",992,99.9,993
"Croatia","2021-09-06","Omicron",0,0,993
"Croatia","2021-09-20","Alpha",0,0,739
"Croatia","2021-09-20","Delta",739,100,739
"Croatia","2021-09-20","Omicron",0,0,739
"Croatia","2021-10-04","Alpha",0,0,692
"Croatia","2021-10-04","Delta",692,100,692
"Croatia","2021-10-04","Omicron",0,0,692
"Croatia","2021-10-18","Alpha",0,0,661
"Croatia","2021-10-18","Delta",661,100,661
"Croatia","2021-10-18","Omicron",0,0,661
"Croatia","2021-11-01","Alpha",0,0,640
"Croatia","2021-11-01","Delta",640,100,640
"Croatia","2021-11-01","Omicron",0,0,640
"Croatia","2021-11-15","Alpha",0,0,742
"Croatia","2021-11-15","Delta",742,100,742
"Croatia","2021-11-15","Omicron",0,0,742
"Croatia","2021-11-29","Alpha",0,0,835
"Croatia","2021-11-29","Delta",835,100,835
"Croatia","2021-11-29","Omicron",0,0,835
"Croatia","2021-12-13","Alpha",0,0,935
"Croatia","2021-12-13","Delta",927,99.14,935
"Croatia","2021-12-13","Omicron",8,0.86,935
"Curacao","2020-08-17","Alpha",0,0,3
"Curacao","2020-08-17","Delta",0,0,3
"Curacao","2020-08-17","Omicron",0,0,3
"Curacao","2020-10-12","Alpha",0,0,1
"Curacao","2020-10-12","Delta",0,0,1
"Curacao","2020-10-12","Omicron",0,0,1
"Curacao","2020-10-26","Alpha",0,0,3
"Curacao","2020-10-26","Delta",0,0,3
"Curacao","2020-10-26","Omicron",0,0,3
"Curacao","2020-11-09","Alpha",0,0,8
"Curacao","2020-11-09","Delta",0,0,8
"Curacao","2020-11-09","Omicron",0,0,8
"Curacao","2020-11-23","Alpha",0,0,4
"Curacao","2020-11-23","Delta",0,0,4
"Curacao","2020-11-23","Omicron",0,0,4
"Curacao","2020-12-07","Alpha",0,0,2
"Curacao","2020-12-07","Delta",0,0,2
"Curacao","2020-12-07","Omicron",0,0,2
"Curacao","2020-12-21","Alpha",0,0,8
"Curacao","2020-12-21","Delta",0,0,8
"Curacao","2020-12-21","Omicron",0,0,8
"Curacao","2021-01-04","Alpha",0,0,5
"Curacao","2021-01-04","Delta",0,0,5
"Curacao","2021-01-04","Omicron",0,0,5
"Curacao","2021-01-11","Alpha",0,0,6
"Curacao","2021-01-11","Delta",0,0,6
"Curacao","2021-01-11","Omicron",0,0,6
"Curacao","2021-01-25","Alpha",1,6.67,15
"Curacao","2021-01-25","Delta",0,0,15
"Curacao","2021-01-25","Omicron",0,0,15
"Curacao","2021-02-08","Alpha",1,6.67,15
"Curacao","2021-02-08","Delta",0,0,15
"Curacao","2021-02-08","Omicron",0,0,15
"Curacao","2021-02-22","Alpha",24,66.67,36
"Curacao","2021-02-22","Delta",0,0,36
"Curacao","2021-02-22","Omicron",0,0,36
"Curacao","2021-03-08","Alpha",43,86,50
"Curacao","2021-03-08","Delta",0,0,50
"Curacao","2021-03-08","Omicron",0,0,50
"Curacao","2021-03-22","Alpha",52,94.55,55
"Curacao","2021-03-22","Delta",0,0,55
"Curacao","2021-03-22","Omicron",0,0,55
"Curacao","2021-04-05","Alpha",55,96.49,57
"Curacao","2021-04-05","Delta",0,0,57
"Curacao","2021-04-05","Omicron",0,0,57
"Curacao","2021-04-19","Alpha",60,98.36,61
"Curacao","2021-04-19","Delta",0,0,61
"Curacao","2021-04-19","Omicron",0,0,61
"Curacao","2021-05-03","Alpha",39,86.67,45
"Curacao","2021-05-03","Delta",0,0,45
"Curacao","2021-05-03","Omicron",0,0,45
"Curacao","2021-05-17","Alpha",19,76,25
"Curacao","2021-05-17","Delta",0,0,25
"Curacao","2021-05-17","Omicron",0,0,25
"Curacao","2021-05-31","Alpha",5,50,10
"Curacao","2021-05-31","Delta",0,0,10
