METAREA,COUNTY,AGE,COVIDUNAW,gender,education,race,hispanic,marital_status
6642,0,58,2,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,55,2,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,20,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,24,1,Female,Bachelor's,White,Non-Hispanic,Single
6642,0,26,1,Male,Bachelor's,White,Non-Hispanic,Single
6641,0,64,1,Male,High School or below,White,Non-Hispanic,Married
3121,0,85,1,Female,High School or below,White,Non-Hispanic,Divorced
6641,0,37,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
3121,37067,58,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3121,37057,42,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,34,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,66,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,65,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,39,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
6642,0,42,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,69,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,59,1,Male,High School or below,White,Non-Hispanic,Married
6641,0,52,1,Female,High School or below,White,Non-Hispanic,Married
6641,0,22,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3122,0,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,50,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,23,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,37179,49,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37179,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37179,45,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6641,0,35,1,Female,High School or below,White,Hispanic,Single
6641,0,29,1,Male,Some College or Associate Degree,White,Hispanic,Single
1521,37159,60,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Divorced
1521,0,41,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,41,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37067,72,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3121,37067,60,1,Male,High School or below,White,Non-Hispanic,Divorced
1521,0,39,1,Male,High School or below,White,Non-Hispanic,Single
6642,0,51,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,56,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,45,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
6642,0,34,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,34,2,Male,High School or below,White,Hispanic,Married
6642,0,33,1,Female,High School or below,White,Hispanic,Married
6642,0,33,1,Female,Bachelor's,Black,Non-Hispanic,Single
6642,0,30,1,Male,High School or below,White,Non-Hispanic,Single
1521,37119,73,1,Female,High School or below,Black,Non-Hispanic,Married
1521,37119,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37119,48,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,37,1,Male,High School or below,Asian,Non-Hispanic,Single
6642,0,51,2,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,54,2,Female,Bachelor's,White,Hispanic,Married
6642,0,22,1,Female,Some College or Associate Degree,White,Hispanic,Single
6642,0,52,1,Male,High School or below,White,Hispanic,Divorced
3122,0,41,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
6642,0,54,2,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,63,1,Male,Bachelor's,Asian,Non-Hispanic,Married
6642,0,32,1,Male,Some College or Associate Degree,Asian,Non-Hispanic,Single
3122,0,51,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,57,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,67,1,Male,Bachelor's,White,Non-Hispanic,Married
9999,0,58,1,Female,High School or below,Black,Non-Hispanic,Single
9999,0,29,2,Female,High School or below,Black,Non-Hispanic,Single
9999,0,30,1,Male,High School or below,Black,Non-Hispanic,Single
1521,0,35,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,30,1,Male,High School or below,White,Non-Hispanic,Married
6642,0,26,2,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,27,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,55,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9999,0,47,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
9999,0,47,2,Male,High School or below,Black,Non-Hispanic,Married
3122,0,61,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,63,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,37,1,Female,High School or below,White,Hispanic,Married
6642,0,41,1,Male,High School or below,White,Hispanic,Married
2560,0,40,1,Male,Bachelor's,White,Non-Hispanic,Married
2560,0,39,2,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,56,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,60,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,27,1,Male,High School or below,Black,Non-Hispanic,Single
6642,0,67,2,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,37,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,49,1,Male,Bachelor's,White,Non-Hispanic,Divorced
3121,0,24,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,42,2,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,37,2,Female,Bachelor's,White,Non-Hispanic,Married
1521,37179,56,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,42,1,Male,High School or below,Black,Non-Hispanic,Single
6642,0,41,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,31,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
2560,0,30,1,Female,High School or below,Black,Non-Hispanic,Single
6642,0,22,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,19,1,Female,High School or below,White,Non-Hispanic,Married
1521,0,34,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,37,1,Male,Bachelor's,White,Non-Hispanic,Married
3122,0,27,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
3122,0,45,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3121,37057,39,1,Male,High School or below,White,Hispanic,Married
1521,0,65,1,Male,Bachelor's,White,Hispanic,Single
1521,0,49,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,0,53,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
6641,0,23,1,Male,High School or below,White,Non-Hispanic,Single
6642,0,28,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Single
6642,0,28,1,Female,Bachelor's,Asian,Non-Hispanic,Single
6642,0,56,1,Male,High School or below,White,Non-Hispanic,Married
6642,0,56,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,64,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,44,2,Male,Bachelor's,White,Non-Hispanic,Divorced
1521,37119,46,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,57,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,19,1,Male,High School or below,White,Hispanic,Single
6642,0,20,1,Male,High School or below,White,Hispanic,Single
1521,0,43,1,Female,Graduate or Professional Degree,White,Hispanic,Married
1521,0,42,1,Male,High School or below,White,Non-Hispanic,Married
1521,37119,41,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,22,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,21,2,Female,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,49,1,Female,Some College or Associate Degree,White,Hispanic,Married
6642,0,52,1,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,19,1,Female,Some College or Associate Degree,White,Hispanic,Single
6642,0,56,1,Male,High School or below,White,Hispanic,Single
3122,0,41,1,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,60,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
1521,0,23,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,0,32,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,30,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37159,80,1,Male,High School or below,White,Non-Hispanic,Married
1521,37159,80,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,27,1,Male,Bachelor's,White,Hispanic,Single
1521,37119,36,1,Female,High School or below,White,Non-Hispanic,Divorced
6642,0,45,1,Female,High School or below,Asian,Non-Hispanic,Married
6642,0,46,1,Male,High School or below,Asian,Non-Hispanic,Married
6642,0,22,2,Female,Bachelor's,Asian,Non-Hispanic,Single
6642,0,52,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,58,1,Male,High School or below,White,Non-Hispanic,Married
1521,0,75,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37159,31,1,Male,Bachelor's,Black,Non-Hispanic,Married
1521,37159,29,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3121,0,74,1,Male,Bachelor's,Black,Non-Hispanic,Divorced
2560,0,41,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3121,37057,54,1,Male,Some College or Associate Degree,White,Hispanic,Married
3121,37057,58,1,Female,High School or below,White,Hispanic,Married
1521,0,34,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,48,1,Male,Bachelor's,Asian,Non-Hispanic,Divorced
6642,0,57,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,47,1,Male,High School or below,Black,Non-Hispanic,Single
6641,0,36,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
6641,0,35,1,Male,High School or below,White,Non-Hispanic,Single
2560,0,62,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,65,1,Female,High School or below,White,Non-Hispanic,Married
6642,0,37,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,36,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,63,1,Female,High School or below,Black,Non-Hispanic,Married
6642,0,30,1,Female,Bachelor's,Black,Non-Hispanic,Single
6641,0,65,1,Male,High School or below,Black,Non-Hispanic,Married
6642,0,58,1,Female,High School or below,White,Non-Hispanic,Divorced
1521,37179,62,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37179,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,56,1,Female,High School or below,White,Non-Hispanic,Divorced
6642,0,18,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,20,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,49,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,63,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,66,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,44,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,28,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,26,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,28,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,37119,58,1,Male,High School or below,White,Hispanic,Married
1521,37159,41,1,Male,High School or below,White,Hispanic,Married
1521,37159,33,1,Male,High School or below,White,Hispanic,Single
6641,0,25,1,Male,Some College or Associate Degree,White,Hispanic,Single
3121,37057,56,1,Female,High School or below,White,Non-Hispanic,Married
3121,37057,58,1,Male,Bachelor's,White,Non-Hispanic,Married
3122,0,18,1,Male,High School or below,White,Hispanic,Single
3122,0,64,1,Female,High School or below,White,Non-Hispanic,Married
3121,37057,29,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,29,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,30,1,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,31,2,Male,Bachelor's,White,Non-Hispanic,Single
6642,0,56,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,53,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,55,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,51,1,Female,Bachelor's,White,Non-Hispanic,Married
9999,0,60,1,Female,High School or below,White,Non-Hispanic,Divorced
6642,0,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,65,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,46,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,47,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,43,1,Female,Bachelor's,Black,Non-Hispanic,Married
1521,37119,40,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,30,1,Female,Bachelor's,White,Non-Hispanic,Divorced
1521,37119,34,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,36,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
1521,37179,53,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,34,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,37,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,49,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,55,1,Female,High School or below,White,Non-Hispanic,Married
6642,0,35,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,48,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,56,1,Male,High School or below,White,Non-Hispanic,Single
1521,37119,67,1,Male,Bachelor's,White,Non-Hispanic,Divorced
1521,0,65,1,Male,Bachelor's,White,Non-Hispanic,Divorced
1521,37159,79,1,Male,High School or below,Black,Non-Hispanic,Divorced
1521,37159,23,1,Male,High School or below,White,Hispanic,Single
6642,0,36,1,Female,Bachelor's,Black,Non-Hispanic,Single
6642,0,42,1,Male,Bachelor's,Black,Non-Hispanic,Single
6642,0,34,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37159,56,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,57,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,57,1,Female,High School or below,Black,Non-Hispanic,Married
6642,0,38,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6642,0,26,1,Female,High School or below,Black,Non-Hispanic,Single
6642,0,49,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,43,2,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,19,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,29,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,31,1,Male,High School or below,White,Hispanic,Single
6642,0,30,2,Female,Some College or Associate Degree,White,Hispanic,Single
3122,0,32,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,45,1,Male,High School or below,White,Non-Hispanic,Divorced
1521,0,44,1,Female,High School or below,White,Non-Hispanic,Divorced
6641,0,53,1,Male,High School or below,White,Hispanic,Married
6641,0,49,1,Female,Some College or Associate Degree,White,Hispanic,Married
6641,0,18,1,Male,High School or below,White,Non-Hispanic,Single
3121,37067,63,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,33,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Divorced
6642,0,36,1,Male,Bachelor's,Black,Non-Hispanic,Divorced
3121,37067,69,1,Female,Bachelor's,White,Non-Hispanic,Divorced
1521,0,33,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,27,1,Female,Bachelor's,White,Non-Hispanic,Single
6642,0,28,1,Male,High School or below,White,Non-Hispanic,Divorced
1521,37119,44,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,57,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9999,0,70,1,Female,High School or below,White,Non-Hispanic,Married
1521,37159,75,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,44,1,Female,Graduate or Professional Degree,White,Hispanic,Married
1521,0,49,1,Male,Bachelor's,White,Hispanic,Married
6642,0,61,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,36,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,39,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,51,1,Male,Bachelor's,White,Non-Hispanic,Married
3122,0,16,1,Female,High School or below,White,Non-Hispanic,Single
3121,37057,47,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37057,45,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3121,37057,46,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3121,37057,48,1,Male,High School or below,White,Non-Hispanic,Married
3121,37057,20,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,37119,30,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,29,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,60,1,Female,High School or below,White,Non-Hispanic,Married
6642,0,55,1,Female,Bachelor's,White,Non-Hispanic,Married
6641,0,49,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,34,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3122,0,50,1,Female,Bachelor's,White,Non-Hispanic,Divorced
6642,0,39,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Married
6642,0,42,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
2560,0,43,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
9999,0,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9999,0,57,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3121,37057,52,1,Male,Some College or Associate Degree,White,Hispanic,Married
3121,37057,49,1,Female,Some College or Associate Degree,White,Hispanic,Married
6642,0,38,1,Female,High School or below,White,Hispanic,Married
3122,0,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,25,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,53,1,Female,High School or below,White,Non-Hispanic,Married
1521,0,53,1,Male,High School or below,White,Non-Hispanic,Married
6642,0,50,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,52,1,Male,High School or below,White,Non-Hispanic,Married
2560,0,42,1,Male,High School or below,White,Non-Hispanic,Single
1521,0,34,1,Female,High School or below,Black,Non-Hispanic,Single
1521,0,37,1,Female,High School or below,Black,Non-Hispanic,Single
1521,37159,36,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6642,0,27,1,Male,High School or below,White,Non-Hispanic,Single
6642,0,34,2,Male,High School or below,White,Non-Hispanic,Single
3121,0,54,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9999,0,67,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37179,59,1,Female,High School or below,White,Non-Hispanic,Married
1521,37179,51,1,Male,High School or below,White,Non-Hispanic,Married
6642,0,19,1,Female,Some College or Associate Degree,White,Hispanic,Single
1521,37159,79,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
2560,0,63,1,Male,High School or below,White,Non-Hispanic,Married
2560,0,64,1,Female,High School or below,White,Non-Hispanic,Married
3121,37067,25,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
3121,37067,25,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37179,66,1,Male,Bachelor's,White,Non-Hispanic,Divorced
9999,0,51,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9999,0,67,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,64,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
1521,0,31,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,41,1,Male,High School or below,White,Non-Hispanic,Married
1521,37119,36,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3122,0,53,2,Female,Bachelor's,White,Non-Hispanic,Married
3122,0,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3122,0,40,1,Male,High School or below,Black,Non-Hispanic,Single
3122,0,65,1,Female,High School or below,Black,Non-Hispanic,Divorced
1521,37179,41,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1521,37179,47,1,Male,Some College or Associate Degree,White,Hispanic,Married
9999,0,20,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
3121,0,61,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,0,68,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,30,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,30,1,Male,High School or below,White,Non-Hispanic,Married
6641,0,42,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37159,57,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,0,75,1,Male,High School or below,White,Non-Hispanic,Married
2560,0,70,1,Female,High School or below,Black,Non-Hispanic,Married
2560,0,38,1,Male,High School or below,White,Non-Hispanic,Married
2560,0,40,1,Female,High School or below,White,Non-Hispanic,Married
1521,0,38,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,29,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,34,1,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,26,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,69,1,Male,High School or below,White,Non-Hispanic,Married
1521,0,68,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,33,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,33,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,46,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,41,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,53,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Divorced
1521,37119,36,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,67,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,24,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,26,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,63,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,58,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,63,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,41,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,28,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,27,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,20,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,18,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,27,1,Male,High School or below,White,Non-Hispanic,Married
9998,37155,23,2,Male,High School or below,Native American,Non-Hispanic,Single
9998,37155,52,1,Female,Graduate or Professional Degree,Native American,Non-Hispanic,Married
9998,37155,55,2,Male,High School or below,Native American,Non-Hispanic,Married
9998,37155,26,1,Female,Bachelor's,Native American,Non-Hispanic,Single
9998,37155,24,1,Female,High School or below,White,Non-Hispanic,Married
9998,37155,51,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
9998,0,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,40,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,85,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,37,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Divorced
9998,0,69,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,69,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,63,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,37155,43,1,Male,High School or below,Native American,Non-Hispanic,Single
9998,0,55,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,37155,59,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,62,1,Female,High School or below,Black,Non-Hispanic,Married
9998,0,74,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,37155,23,1,Female,High School or below,Black,Non-Hispanic,Single
9998,37155,36,1,Female,High School or below,Black,Non-Hispanic,Single
9998,0,65,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,55,2,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,19,2,Female,High School or below,White,Non-Hispanic,Single
9998,0,20,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,24,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,26,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,62,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,53,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,40,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,31,2,Male,Bachelor's,White,Non-Hispanic,Single
9998,0,38,1,Male,Bachelor's,White,Non-Hispanic,Single
9998,0,27,1,Female,Some College or Associate Degree,Native American,Non-Hispanic,Single
9998,0,41,1,Male,High School or below,White,Non-Hispanic,Single
9998,37155,46,1,Male,High School or below,Native American,Non-Hispanic,Married
9998,37155,20,1,Male,High School or below,Native American,Non-Hispanic,Single
9998,0,27,2,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,32,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,33,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,60,1,Male,High School or below,White,Non-Hispanic,Married
9998,0,39,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
9998,0,66,1,Female,High School or below,White,Non-Hispanic,Married
9998,0,30,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,31,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,19,1,Male,High School or below,White,Hispanic,Single
9998,37155,27,1,Male,High School or below,Native American,Non-Hispanic,Single
9998,0,77,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
9998,0,49,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,57,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,37155,53,1,Female,Graduate or Professional Degree,Native American,Non-Hispanic,Divorced
9998,0,50,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,22,2,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,41,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,43,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,36,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,19,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,47,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,47,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,27,1,Female,Bachelor's,White,Non-Hispanic,Single
9998,0,24,1,Male,Bachelor's,White,Non-Hispanic,Single
9998,0,55,2,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,53,1,Male,High School or below,White,Hispanic,Single
9998,0,34,1,Male,Some College or Associate Degree,White,Hispanic,Single
9998,37155,50,1,Male,Some College or Associate Degree,Native American,Non-Hispanic,Married
9998,0,71,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,61,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
